pActivity,activity,selectivity,class_label,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,FpDensityMorgan3,AvgIpc,BalabanJ,HallKierAlpha,Ipc,Kappa3,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumRotatableBonds,RingCount,MolLogP
6.0,active,S1R selective,1,6.2724659863945575,-0.24053240740740733,29.466666666666665,205.30099999999993,2.933333333333333,2.1619574641573056,2.4877312065872044,-1.02,2399.772785214609,1.7410695322342982,10.470530430962235,12.356393797796823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.619922828310838,31.898114582465862,5.917906046161393,5.538925252383345,4.736862953800049,0.0,0.0,0.0,5.733667477162185,38.64886452054262,6.606881964512918,29.32600418877882,5.749511833283905,10.470530430962235,0.0,5.749511833283905,0.0,12.145807216896262,0.0,6.923737199690624,37.313105051862635,0.0,0.0,35.25,0.0,0.0,0.0,5.538925252383345,12.52478801067431,12.170333456209914,11.126902983393991,0.0,0.0,38.9703128044567,10.470530430962235,5.700787037037037,0.0,0.0,0.0,8.57568357898715,1.413449074074074,6.34828089569161,1.0623148148148147,6.982817932728647,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.59842
6.900008766455316,active,S1R selective,1,6.398103741496598,-0.07528297430083142,28.625,219.32799999999995,2.875,2.2706163465018543,2.4610526550331318,-1.02,4309.62982566052,1.8215093704985255,10.470530430962235,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.990104268152233,49.445839188785854,11.456831298544738,7.109797541277533,4.736862953800049,0.0,0.0,0.0,5.733667477162185,44.56677056670401,7.109797541277533,29.32600418877882,5.749511833283905,10.470530430962235,0.0,5.749511833283905,0.0,12.648722793660879,6.4208216229260096,0.0,43.73392667478865,0.0,0.0,35.25,0.0,0.0,0.0,5.538925252383345,5.917906046161393,25.011976702061933,11.126902983393991,7.109797541277533,6.06636706846161,25.980208536304467,10.470530430962235,5.300447845804989,0.0,0.0,0.0,9.150297619047619,1.3900462962962965,6.393419784580499,3.2508241213151923,4.3828727324263035,1.7154249338624339,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.8524000000000003
6.399996913372259,active,S1R selective,1,6.273103741496598,-0.29750519652305374,28.125,221.29999999999995,2.9375,2.2706163465018543,2.4610526550331318,-1.2200000000000002,4309.62982566052,1.7559560794179299,15.207393384762284,18.105905631080727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,31.54366002800146,11.48135753785839,12.648722793660879,9.473725907600098,0.0,0.0,0.0,5.733667477162185,31.725127320851993,13.716679505790452,23.762552697081826,11.49902366656781,15.207393384762284,0.0,11.49902366656781,0.0,19.255604758173796,0.0,0.0,31.749653560165644,0.0,0.0,44.480000000000004,0.0,0.0,0.0,5.538925252383345,12.52478801067431,23.483296781190813,0.0,7.109797541277533,25.122838405075456,6.923737199690624,15.207393384762284,10.934624905517763,0.0,0.0,0.0,7.140505952380952,2.1253935185185187,5.921197562358277,1.010444066515495,4.776558720710507,1.6746086073318216,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.2986000000000004
8.318758762624412,active,S1R selective,1,4.816802248677249,0.1784449684564675,16.17391304347826,312.461,2.260869565217391,3.161086746545572,1.8438718903102547,-1.6799999999999997,228192.53005963177,3.634107302566569,0.0,0.0,11.648808995999854,0.0,0.0,0.0,4.899909730850478,9.665781456092393,5.098681808301038,0.0,45.03667987291831,43.83333521846156,12.10820789760957,6.544756405912575,0.0,0.0,0.0,19.66437299524391,0.0,59.04109532583644,13.08951281182515,35.65332426354336,11.387855989696924,0.0,0.0,0.0,0.0,32.75388580706906,18.50450328122193,0.0,51.92444803431144,0.0,11.387855989696924,33.95,0.0,0.0,0.0,5.41499046939678,0.0,30.301773299521997,31.494607549374166,0.0,4.681802935145185,56.860326803459415,10.082660329248245,2.025297619047619,0.0,7.263047104644327,4.703628708427816,2.6794874825567927,1.935929665847821,8.778864953388762,2.6023985561604195,12.92801257659311,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.8583000000000034
6.058488567365597,active,S1R selective,1,12.799697184429329,0.17082042076089632,24.958333333333332,369.3360000000003,2.5416666666666665,3.116920680703527,1.6690819188756547,-0.7700000000000001,410975.3425128021,4.065312850675758,4.899909730850478,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,42.10989009477866,56.468984932149404,19.13135364097311,16.466088250408664,4.794537184071822,29.10905950981654,0.0,9.799819461700956,0.0,57.02943301877799,20.13718479450234,33.807819324564484,0.0,0.0,0.0,0.0,23.20187978046503,47.92786564385072,11.21535880699783,0.0,44.08838122925306,10.045266627482652,0.0,23.550000000000004,0.0,4.794537184071822,0.0,5.907179729351506,28.549769908704587,11.984273114623004,45.1936209264552,12.13273413692322,18.013948781989278,4.899909730850478,23.20187978046503,0.0,12.031766740252582,17.39436360530336,1.0415069975419007,0.9257240226337452,0.17082042076089632,6.323176060679518,7.816118525819462,2.3809313983475238,1.9711477842165672,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,4.4013000000000035
8.795880017344075,active,S1R selective,1,12.216637578674465,0.005714461838199458,11.56,338.49500000000006,2.24,2.585705557527538,1.7129804181146577,-2.1299999999999994,318972.63757659704,6.351820872182365,10.216698334856808,0.0,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,63.23578107830314,48.68787760122976,18.652964303522147,0.0,4.794537184071822,5.907179729351506,0.0,10.216698334856808,0.0,39.15178009730723,20.13718479450234,71.28765809124549,0.0,5.316788604006331,0.0,0.0,0.0,30.944274254704325,11.959746875309355,0.0,48.67692488116069,0.0,0.0,32.34,0.0,4.794537184071822,0.0,11.322170198748285,6.544756405912575,25.073785926448156,11.126902983393991,0.0,30.33183534230805,62.30105019045231,0.0,0.0,0.0,14.494033015728993,3.0107770376669185,3.3920615327926034,0.005714461838199458,18.355911811829145,0.9396312043335853,9.107382838229924,2.1111547642472965,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,4.236000000000004
8.886056647693163,active,S1R selective,1,12.060261444887615,-0.1690934242792106,10.782608695652174,351.2770000000001,2.5652173913043477,2.520595071914252,1.7117616440247256,-1.5499999999999998,141365.0540132389,5.865534598216634,10.216698334856808,0.0,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,53.53371512277308,43.775802708597595,18.112146125566476,10.586084805438322,4.794537184071822,29.10905950981654,0.0,10.216698334856808,0.0,12.965578028838586,20.13718479450234,69.70310615856953,0.0,5.316788604006331,0.0,0.0,23.20187978046503,30.944274254704325,6.544756405912575,0.0,22.34226179039182,10.045266627482652,0.0,32.34,0.0,4.794537184071822,0.0,5.907179729351506,22.153474525092225,19.51033443475116,5.563451491696996,18.19910120538483,18.19910120538483,29.397104454457217,23.20187978046503,0.0,11.852495032008635,14.293156568765482,3.779118422689748,1.7367485738904258,-0.1690934242792106,15.19863806761418,0.8752801223370007,2.4149221402161514,2.0742900523131405,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,4.245300000000003
8.721246399047171,active,S1R selective,1,12.21196023551498,-0.009803300822420757,10.666666666666666,325.456,2.4583333333333335,2.59201740852003,1.7162829411184406,-2.3299999999999996,246096.50083452574,5.70407612040144,15.116608065707286,0.0,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,36.39820241076966,43.775802708597595,38.43569454356009,0.0,4.794537184071822,11.594566004035068,0.0,10.216698334856808,0.0,12.965578028838586,39.132438490707194,65.72420659954848,0.0,10.216698334856808,5.687386274683562,0.0,0.0,45.0396182200587,6.544756405912575,0.0,22.34226179039182,0.0,0.0,35.580000000000005,0.0,4.794537184071822,0.0,5.907179729351506,12.10820789760957,25.197720709434723,5.563451491696996,0.0,49.32708903851291,41.52983859138044,0.0,0.0,0.0,16.479297908047005,3.000200459813555,3.0496486699353285,-0.009803300822420757,18.097984188362595,0.9329809933232552,2.566203444723466,6.050154303283882,1.0,0.0,0.0,0.0,2.0,0.0,2.0,8.0,2.0,3.004500000000001
8.920818753952375,active,S1R selective,1,11.97157284944893,-0.11333249349122321,10.227272727272727,293.37,2.4545454545454546,2.554518935235841,1.7522299401520178,-2.6399999999999992,106227.11540284721,4.724590925655977,10.216698334856808,0.0,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,5.261891554738487,0.0,30.33183534230805,36.876591748220626,25.197720709434723,11.63267280448927,4.794537184071822,5.907179729351506,5.261891554738487,10.216698334856808,0.0,6.544756405912575,20.13718479450234,71.28765809124549,6.069221312792274,5.316788604006331,0.0,0.0,0.0,30.944274254704325,6.544756405912575,11.33111286753076,21.48489165916281,0.0,0.0,56.13,0.0,4.794537184071822,0.0,5.907179729351506,17.671659389306566,13.08951281182515,5.563451491696996,24.26546827384644,31.31599450085429,22.349432471780027,5.261891554738487,0.0,0.0,14.132676520843006,11.62423065440652,2.3817367349541083,-0.11333249349122321,18.89777720242058,0.0,2.2149391149174695,2.0286389326162055,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,2.4200800000000005
8.443697499232712,active,S1R selective,1,11.923068030854827,-0.06965020576131664,10.619047619047619,302.805,2.4285714285714284,2.4852517375485887,1.7335133708394397,-1.8399999999999994,60520.85031278323,5.213578087512049,10.216698334856808,0.0,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,0.0,41.932775232540564,36.876591748220626,30.22035402317605,0.0,4.794537184071822,17.508119619584022,0.0,10.216698334856808,0.0,6.544756405912575,20.13718479450234,70.74683991328982,0.0,5.316788604006331,0.0,0.0,11.600939890232516,30.944274254704325,6.544756405912575,0.0,15.921440167465814,5.022633313741326,0.0,32.34,0.0,4.794537184071822,0.0,5.907179729351506,17.130841211350898,13.08951281182515,5.563451491696996,24.26546827384644,25.24677318806202,22.349432471780027,11.600939890232516,0.0,5.800904658471385,14.10111844237746,3.544876587158715,1.8973520489718183,-0.06965020576131664,17.171708673155667,0.0,2.2883658308704904,2.043101742533561,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,2.0,3.2018000000000013
8.443697499232712,active,S1R selective,1,11.966151931081583,-0.4858865863073114,10.521739130434783,313.35699999999997,2.391304347826087,2.554000952372215,1.7657879423642326,-2.729999999999999,150216.1200147242,5.192312086381616,10.216698334856808,0.0,0.0,0.0,11.594566004035068,0.0,14.908855452837393,0.0,0.0,0.0,30.33183534230805,24.743857611297404,37.33045484635794,4.923311048817671,9.717848232889493,11.594566004035068,0.0,10.216698334856808,0.0,6.544756405912575,20.13718479450234,75.83852486831407,0.0,5.316788604006331,5.687386274683562,0.0,0.0,35.867585303522,6.544756405912575,10.114318268765572,15.921440167465814,0.0,0.0,75.48,4.923311048817671,14.908855452837393,0.0,11.594566004035068,18.652964303522147,6.544756405912575,29.828919765543436,0.0,25.24677318806202,22.349432471780027,0.0,0.0,0.0,24.175373520760754,13.392459699189375,1.613103982379048,-0.2286953052826064,15.680649388906131,0.0,2.042670883359466,1.9911044973544973,1.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,2.456600000000001
6.350665141287858,active,S1R selective,1,13.129575998279417,-0.18901121699165668,26.88888888888889,371.46000000000015,2.7037037037037037,3.273923821248081,1.307423012348999,-1.83,3306852.947042194,3.2813156786479087,9.636772684650527,5.817220841045895,0.0,0.0,0.0,0.0,4.899909730850478,9.072217982820003,0.0,5.098681808301038,17.346119232578086,50.675013668974564,25.55217526389912,30.1405451711061,9.127278001474869,0.0,0.0,24.793689300802047,0.0,44.056994879335164,33.22669760632749,47.03399659628625,0.0,0.0,4.39041504767482,0.0,0.0,64.12435329487784,17.888501324225544,5.817220841045895,41.75269760255529,0.0,0.0,46.42000000000001,0.0,4.39041504767482,0.0,17.963028057942157,12.52478801067431,56.82280476196035,17.82666213177168,0.0,12.13273413692322,31.841361283479237,4.736862953800049,21.47444831603368,0.0,4.74789839836557,9.123436734121258,3.4526342731866384,0.3126752014107884,6.992894906066109,2.4490235156247615,5.434039948301104,2.1796153735567563,0.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,2.1821
5.6020599913279625,active,S1R selective,1,13.018001293827203,-4.82736949176714,17.83783783783784,515.5400000000002,2.4324324324324325,2.8722040010989596,1.2622016105178404,-3.6699999999999995,201706706.9601848,5.530789825519696,25.17025962351367,17.593532625664707,0.0,0.0,5.907179729351506,6.362358859030383,9.77851570501903,9.967957041894417,0.0,13.171245143024459,0.0,38.08841643391404,56.94019782478201,28.658310050458354,22.702645280896327,28.315353713951154,0.0,24.75175502454258,0.0,25.121908151043794,56.949787626165296,48.04701140676951,5.749511833283905,15.370440161812713,24.546017692391583,5.749511833283905,0.0,83.33750403107712,0.0,0.0,34.81146596263069,0.0,11.033401435232523,100.71,12.111870692314287,17.96578232709628,0.0,23.075923541893456,25.93115605767717,60.72647546533806,6.06636706846161,11.22722980561502,6.196843571613076,37.618678508534224,10.717645998109393,41.25831875165156,0.0,33.018410454436314,0.0,9.461671252366914,-0.6734996583604345,5.443027742415923,-0.027914614293579776,4.819072534308943,2.1175802041410314,2.0,0.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,3.2772000000000023
6.928117992693875,active,S1R selective,1,9.913962033887628,0.37673611111111094,37.526315789473685,257.377,3.0526315789473686,2.434132107570455,1.9048671334438947,-1.02,37198.406867891696,1.52534755078502,10.006437125691184,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.90801031431363,68.4532580467724,11.45683129854474,0.0,5.106527394840706,0.0,0.0,4.899909730850478,5.917906046161393,49.98176103610079,13.592428388589765,29.32600418877882,5.749511833283905,0.0,0.0,5.749511833283905,0.0,29.64070634342891,11.83581209232279,5.917906046161393,43.23101109802404,0.0,0.0,23.47,0.0,5.106527394840706,0.0,0.0,11.164502302680685,11.959746875309353,56.196589126862634,0.0,6.06636706846161,24.080315850450887,0.0,0.0,0.0,2.587335128495843,9.913962033887628,3.357337962962963,1.2677097505668935,6.8458675831443685,7.925743102796674,1.218514739229025,2.3001963655832705,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,4.0,3.080400000000002
